name,latitude,longitude,district,pedestrian_traffic_estimate,metro_passenger_flow,distance_to_metro,public_transport_stops_count,cafes_300m,cafes_1km,average_competitor_rating,population_density,median_income,office_density,average_rent_m2,available_commercial_spaces,rating
Мидийное место,55.8455206,37.661386,Moscow,1247,94000,7740.6293427127675,85,8,14,,11977,109052,47,1950,2,4.6
Чайхана,55.7409191,37.6524753,Moscow,571,62000,1468.0250917851965,85,21,101,,14819,100103,32,1900,0,4.0
Мангал Холл,55.7416696,37.6528528,Moscow,248,62000,1546.76429638703,85,24,102,,13499,90761,34,1950,13,4.1
Секрет вкуса,55.7511029,37.6639317,Moscow,1273,68000,753.4908342703549,85,5,78,,13539,69298,17,1700,14,4.1
Jules Zang,55.7513987,37.6636716,Moscow,614,68000,716.8517131914987,85,8,81,,11340,121055,21,1950,4,4.7
Гурманика,55.7505203,37.6653828,Moscow,1151,68000,855.8964832591321,85,6,83,,14533,120031,43,1950,13,4.1
Самарканд,55.6529033,37.5639924,Moscow,811,62000,9815.702013201284,85,1,15,,5125,128734,34,1950,8,3.7
Пицца всем,55.6550633,37.5833136,Moscow,1222,62000,9089.458001504376,85,1,11,,14491,100038,26,1900,5,4.8
Habbat,55.6537238,37.57787,Moscow,771,62000,9357.799613776404,85,2,11,,5338,120348,14,1950,11,4.2
#ВоблакеВкуса,55.747225,37.6752849,Moscow,480,68000,1533.4215042553085,85,9,47,,10271,66161,45,1700,13,4.3
Асал,55.7509472,37.7103548,Moscow,470,68000,3344.5051178606304,85,5,46,,13766,110926,43,2000,3,4.5
Шеф,55.7509262,37.7102757,Moscow,1076,68000,3340.129104167805,85,5,46,,12849,99667,42,1950,9,4.8
Штолле,55.7191772,37.6087593,Moscow,500,62000,2203.5700172308134,85,12,52,,6485,112195,33,2000,7,4.3
Виктория,55.816673,37.374136,Moscow,1279,71000,13839.639810965959,85,2,37,,5033,123810,15,2400,11,3.6
Тана,55.7928618,37.7918663,Moscow,940,94000,8760.662970492196,85,4,22,,6998,113534,25,2100,8,4.0
Öz kebab,55.761013,37.6502668,Moscow,566,68000,658.193109179845,85,26,175,,11853,61828,29,2100,8,3.7
Дети лапши,55.7222886,37.6517887,Moscow,857,62000,1340.101078841651,85,11,41,,13472,67129,38,3500,2,3.9
Корн-дог кафе,55.6856547,37.5812636,Moscow,328,62000,6133.179201628869,85,3,24,,6133,126485,32,1900,9,3.6
Magicup,55.7833681,37.7081873,Moscow,739,94000,3425.4071690991623,85,17,58,,14471,127153,15,2400,1,4.0
Moonlight,55.7504797,37.7185368,Moscow,690,68000,3856.852520701853,85,10,37,,7613,61533,45,1950,7,4.0
Чайхана Караван,55.6788775,37.7624997,Moscow,879,62000,9768.167608211412,85,3,13,,10839,112286,18,2400,3,3.9
Bo 34,55.7270542,37.7504449,Moscow,258,68000,6676.156468502911,85,10,19,,13097,64253,37,1700,10,4.6
SeDelice,55.7266937,37.7486561,Moscow,1226,68000,6599.7472477210895,85,12,22,,11291,107794,18,2400,9,3.8
Locals,55.7260252,37.7497608,Moscow,236,68000,6697.260213370227,85,12,18,,9977,63047,23,2000,2,4.6
Кофейня на Остоженке,55.7418432,37.5989498,Moscow,874,89000,1994.7431140911854,85,5,84,,5679,125711,29,2100,12,4.4
DNA,55.7567525,37.6750758,Moscow,364,68000,1068.7875514525126,85,6,49,,6530,78297,14,2400,6,4.4
Лицей,55.7602281,37.6514063,Moscow,937,68000,546.8464664076233,85,26,169,,12863,73299,30,2100,10,4.0
Антистресс,55.6916854,37.622399,Moscow,968,62000,4466.243811393466,85,2,25,,11737,101629,40,2100,0,4.3
Surf coffee,55.6964247,37.6252314,Moscow,1047,62000,3914.634356994638,85,5,32,,13889,120695,41,1800,5,3.6
Unknown,55.6345806,37.5194916,Moscow,1064,79000,12496.765751466646,85,2,11,,11128,128533,22,2300,8,3.6
I love cake,55.7790957,37.5813729,Moscow,358,71000,285.12145147615394,85,15,142,,6812,60455,22,1800,9,4.4
Поколение кофе,55.7424448,37.5309967,Moscow,289,79000,2135.345846414564,85,10,75,,8681,89677,11,2300,2,4.5
Кофемания Bez Tarelok,55.7615589,37.6326537,Moscow,816,85000,729.6381884537101,85,33,212,,14926,83508,20,2300,3,4.3
Un Caffè,55.8528288,37.6212015,Moscow,612,54000,8296.573718466716,85,7,20,,8530,67051,10,1700,3,3.7
Space,55.7426273,37.531484,Moscow,515,79000,2103.371615559075,85,10,75,,9284,83633,28,1950,1,4.5
Практика кофе,55.7240642,37.5787032,Moscow,956,79000,2376.980532333603,85,6,45,,5624,121146,20,1800,11,4.1
Бу-бу,55.8210538,37.5213709,Moscow,1352,71000,6270.481106588748,85,2,9,,10406,107373,37,1800,2,3.7
Uglewood,55.7478883,37.6771161,Moscow,355,68000,1567.6386947765543,85,9,49,,11743,98844,18,2000,0,3.7
Nice Price,55.7800346,37.633596,Moscow,547,94000,1411.7043648845297,85,14,54,,9830,93109,20,1900,3,4.0
Ложе4ка,55.7508344,37.6433832,Moscow,1058,85000,797.9437671354375,85,5,117,,9865,102515,39,1900,14,4.6
S-cafe,55.7356158,37.6348429,Moscow,836,62000,530.724094212566,85,7,141,,10353,63742,26,1800,0,4.5
Окофе,55.8156998,37.492847,Moscow,1134,71000,7140.109155890066,85,1,40,,5476,78814,30,1900,6,4.7
Привет,55.735687,37.5883558,Moscow,1145,79000,1729.717904413821,85,20,58,,11541,101811,40,2300,10,3.9
Привет,55.7314675,37.6276106,Moscow,1046,62000,590.1750273201629,85,12,115,,6552,114934,15,1900,13,4.0
Кулинарная лавка братьев Караваевых,55.7295441,37.6363586,Moscow,561,62000,166.79555551416087,85,21,125,,5792,116386,28,1950,13,3.8
Бодрый день,55.7815791,37.5822511,Moscow,536,71000,520.7856645195508,85,12,154,,11048,94962,43,1700,8,3.8
Mates bistro,55.7620851,37.5572632,Moscow,1265,79000,2068.4285615707217,85,12,74,,11765,106098,29,2400,12,4.5
Unknown,55.7601707,37.8592405,Moscow,1478,68000,12596.001356241335,85,2,30,,7101,112954,25,2000,10,4.2
Структура кофе,55.6802985,37.5647825,Moscow,960,79000,7083.29672295923,85,8,32,,7749,115664,46,1700,10,4.2
Семейная пекарня,55.680101,37.5645801,Moscow,346,79000,7105.293304431452,85,8,30,,11268,123397,26,1700,8,3.6
Regar,55.5582221,37.5021978,Moscow,285,62000,20991.747836147748,85,3,20,,10145,126982,49,1700,8,4.5
Dobro,55.5573504,37.510729,Moscow,1052,62000,20871.480602691638,85,8,19,,9749,86684,22,1800,1,4.1
Jinju,55.7633167,37.6144417,Moscow,304,72000,533.5431547242841,85,5,160,,11305,79881,45,2400,13,4.4
Meteorite,55.7622596,37.6354746,Moscow,386,85000,821.9448565739174,85,34,227,,10834,99929,33,1700,5,3.9
Klubique,55.7727204,37.6102803,Moscow,650,54000,869.3281191148589,85,11,144,,12033,69004,31,1700,4,4.3
Цензура ИН1:1,55.7697051,37.5951856,Moscow,1418,77000,855.1840560340315,85,13,151,,14909,125142,45,3500,5,4.6
Surf Coffee,55.7321779,37.611762,Moscow,1030,62000,1585.584796995481,85,6,85,,12007,73492,46,2000,1,4.7
Много кофе,55.7546335,37.6443985,Moscow,1286,85000,714.4053639548239,85,14,153,,8728,62290,10,1950,8,4.0
Цех85,55.7521396,37.7058098,Moscow,268,68000,3040.062569645275,85,6,49,,9217,111220,39,1950,13,4.6
Здрасте,55.86051,37.5439252,Moscow,1350,71000,9617.444164302342,85,4,15,,13777,126107,40,1950,7,3.8
Ti Oi,55.6975762,37.634711,Moscow,326,62000,3719.321635148271,85,11,37,,7917,63640,23,1700,7,3.6
Honey Coffee,55.7465299,37.599138,Moscow,723,89000,1571.256551366421,85,10,109,,14361,84518,10,1900,10,3.9
Улей,55.7756132,37.5869992,Moscow,527,71000,242.81765670757937,85,29,194,,9473,100166,11,3500,1,3.6
Шахрисабз,55.6826354,37.5979695,Moscow,1438,62000,5907.719085217864,85,1,11,,8743,62175,22,2400,13,4.1
Rимляне,55.7652732,37.6205054,Moscow,1321,77000,907.9193157589414,85,12,202,,14538,71148,46,2400,2,4.4
Stars Coffee,55.8049525,37.5126095,Moscow,1076,71000,5438.668268834892,85,16,59,,9541,96414,30,3500,11,3.6
Фо Оань,55.7571867,37.6321945,Moscow,702,85000,248.31869365123714,85,18,189,,10011,92590,42,2000,9,4.1
Kurnik,55.7551528,37.6220302,Moscow,1108,89000,429.6013746824096,85,11,133,,12093,76583,46,2000,3,4.4
Халяль,55.5904282,37.427262,Moscow,372,79000,19136.863425175703,85,1,2,,11188,93178,28,1800,5,4.5
Kulek,55.7585057,37.6395155,Moscow,297,85000,564.0536256396855,85,29,201,,7911,97975,18,2000,0,4.3
Nova,55.7597432,37.6476467,Moscow,1303,68000,716.0055516103644,85,29,216,,13211,99570,28,2000,4,3.6
Patisserie Francois Bodrero,55.7610645,37.6233794,Moscow,575,89000,646.0887778376704,85,24,180,,9616,110368,23,2400,10,4.5
Плов Бухара,55.6778262,37.755846,Moscow,361,62000,9508.17072377423,85,0,14,,9809,101679,37,1700,2,3.9
Dona,55.6414986,37.5240841,Moscow,873,79000,11682.54272733042,85,4,23,,13698,128263,47,1950,3,4.7
Чайханчик,55.8870435,37.4151716,Moscow,963,71000,16151.965716116289,85,0,10,,12359,90518,44,2100,0,3.8
Блик,55.7080835,37.6069612,Moscow,662,62000,3167.4449142500544,85,0,60,,5829,85995,38,1700,2,4.5
J'pan,55.7612463,37.6148674,Moscow,887,89000,477.45493769195934,85,15,148,,13919,87652,45,2000,13,3.7
Soul Burger,55.7529585,37.5888949,Moscow,239,72000,1628.73194922349,85,7,101,,10765,120862,46,1700,2,4.8
Мечтатели,55.7835968,37.7098761,Moscow,574,94000,3534.021088568469,85,11,60,,9390,93976,42,2400,8,4.2
Галерея,55.7932636,37.5656421,Moscow,848,71000,2141.941496517533,85,4,41,,12331,87686,22,1800,1,4.2
Гюго,55.7454796,37.6285292,Moscow,231,85000,1094.9688093654327,85,24,86,,9748,112024,34,1950,0,3.9
Подъезд,55.7724496,37.6063361,Moscow,1373,54000,777.2146297773553,85,14,166,,11043,82972,37,2000,8,4.1
Pizzamento,55.687692,37.701758,Moscow,473,62000,6296.688342608259,85,1,5,,8634,81699,17,2400,11,4.5
Korean cuisine,55.6935702,37.5339545,Moscow,1391,79000,5935.08439336189,85,11,27,,7014,75677,33,2300,6,4.2
Панда,55.6936133,37.5340137,Moscow,538,79000,5929.341633631432,85,11,27,,14897,93038,49,3500,5,4.0
Плов № 1,55.5944301,37.6160791,Moscow,965,62000,15242.465727509412,85,0,9,,10679,73191,48,3500,13,3.7
93 градуса,55.8989504,37.3865811,Moscow,271,71000,18325.677016956743,85,1,7,,6332,105603,31,2100,9,4.4
Мокко,55.7731108,37.6148303,Moscow,841,54000,1035.697292749126,85,8,127,,5185,72679,47,1900,14,3.8
Gagawa,55.9094335,37.540881,Moscow,1353,71000,14969.964904550297,85,3,3,,9465,62493,42,2400,14,4.4
Плов центр,55.8596188,37.5574162,Moscow,1349,71000,9335.692261797993,85,1,13,,6051,92456,15,3500,9,3.7
Тюбик,55.8432283,37.4542604,Moscow,1202,71000,10952.219330382673,85,1,11,,7917,126908,15,1900,0,4.0
Unknown,55.6922842,37.5630517,Moscow,609,79000,5751.829137774991,85,1,25,,14622,64095,17,2100,2,3.9
Unknown,55.7845897,37.6002721,Moscow,668,54000,630.8673736656023,85,25,167,,7511,109020,32,2000,4,3.6
Subrosa,55.7767507,37.6075973,Moscow,1404,54000,430.2087871964943,85,11,166,,8355,90744,20,2400,6,4.7
Ngon,55.7770248,37.607146,Moscow,1041,54000,389.61585076734383,85,11,187,,12618,125305,13,1900,2,3.8
bodro coffee,55.7771821,37.6070414,Moscow,1111,54000,374.50709895150754,85,12,187,,10205,117283,25,2000,0,3.6
The Gallery,55.7263422,37.7529106,Moscow,763,68000,6849.466327137565,85,10,20,,6649,90238,33,1900,2,3.7
Unknown,55.7903392,37.678242,Moscow,1033,94000,2157.3729452730895,85,10,19,,12344,115563,30,1900,8,4.7
Мякоть,55.7603404,37.6621755,Moscow,361,68000,454.10951434829593,85,15,106,,5907,61119,13,1800,3,4.2
Dizengof//99,55.7278834,37.6234605,Moscow,1178,62000,915.8594047779467,85,21,103,,9716,119074,26,1950,6,3.9
Booblik,55.8029106,37.5558065,Moscow,515,71000,3377.5067499441507,85,1,17,,14024,90264,18,2100,2,4.2
Pho City,55.7390642,37.6285037,Moscow,923,62000,1042.5916026901696,85,21,140,,11036,87958,48,2400,13,4.4
Маленькая Грузия,55.7995957,37.4833127,Moscow,1117,71000,6777.82598104136,85,5,21,,7254,105521,22,1900,8,3.9
Ikigai Market,55.7996355,37.4835403,Moscow,665,71000,6766.2543996686,85,5,21,,14485,88628,18,3500,5,4.8
За Обе Щёки,55.6841223,37.6215272,Moscow,1345,62000,5301.929831929456,85,5,15,,9953,67332,18,3500,2,4.7
Чихо,55.7906662,37.5312788,Moscow,410,71000,3629.8817324737515,85,8,30,,11283,117677,30,1950,14,4.2
Чихо,55.7668071,37.6240915,Moscow,1469,77000,1149.4238287952933,85,11,191,,5442,60706,44,1900,12,3.7
Чихо,55.7470882,37.5389528,Moscow,889,79000,1666.0206050410186,85,39,72,,11053,68920,11,1900,14,4.2
Чихо,55.7713162,37.6201179,Moscow,1114,77000,1128.3329703890108,85,26,132,,5039,77334,45,2100,1,4.8
Com 1989,55.8041294,37.5823335,Moscow,837,71000,3018.450132141668,85,19,78,,8654,122650,21,1950,13,4.7
Скалка,55.7992781,37.5189623,Moscow,483,71000,4761.31622066228,85,5,64,,13735,128025,34,1950,10,4.2
Бейджанс,55.7812662,37.5733126,Moscow,738,71000,819.5731121995325,85,4,68,,13334,122402,30,2000,1,4.3
Unknown,55.9098388,37.3973219,Moscow,800,71000,18815.14740270965,85,12,15,,6136,64663,47,1700,3,4.5
Кранчи Дрим,55.9100863,37.3965185,Moscow,504,71000,18867.811176884294,85,12,15,,7931,112314,20,2100,1,4.0
Pims,55.9108124,37.3960134,Moscow,1202,71000,18950.647488610597,85,12,15,,12033,93269,27,2100,7,4.6
Udcкафе,55.9105974,37.3962167,Moscow,601,71000,18924.03739619033,85,12,15,,13283,85792,39,1950,3,4.4
Stars Coffee,55.7801918,37.5915,Moscow,1314,71000,588.1636154583172,85,61,217,,9167,100116,37,2000,5,4.2
Люля&Co,55.7804596,37.593344,Moscow,213,54000,565.0971433363698,85,58,227,,7229,66782,23,1700,11,3.7
Фришная,55.7804173,37.5932774,Moscow,207,54000,567.7644175105505,85,58,227,,7262,63528,10,2100,13,4.7
1-я Креветочная,55.7803751,37.5932108,Moscow,459,54000,570.4913952859432,85,58,227,,8524,122408,12,1800,4,3.7
Fluffy Fluffy,55.7804927,37.5928679,Moscow,995,54000,594.6930068722945,85,57,221,,12866,119323,28,1800,12,3.5
Буфет № 1,55.7806692,37.5928827,Moscow,1168,54000,599.5851472660389,85,57,218,,8718,72097,40,2400,14,4.5
Крутые Желтки,55.7806338,37.5928344,Moscow,1039,54000,601.2570733289288,85,57,218,,9658,86509,28,1900,0,4.3
Bunson’s burger kitchen,55.7805659,37.5927365,Moscow,1341,54000,604.879798313137,85,57,219,,10017,119590,36,2300,1,4.2
Индокитай,55.7804226,37.5925648,Moscow,682,54000,610.8522239980898,85,57,221,,7326,95763,44,1700,13,3.6
Mama Roasta,55.7803849,37.5925062,Moscow,346,54000,613.3267514276786,85,58,221,,5307,123543,13,1950,5,4.6
Bunson’s hot dogs,55.7803472,37.5924475,Moscow,1055,54000,615.8477496748587,85,58,222,,6626,108653,38,1950,9,4.5
Kung Fu Tea,55.7803095,37.5923888,Moscow,465,54000,618.4086843189364,85,59,222,,11408,91936,40,2000,1,4.0
Hanami,55.779958,37.5929739,Moscow,740,54000,574.4000630908823,85,59,229,,13815,112521,11,2400,1,4.4
Cinnabon,55.7799686,37.593053,Moscow,312,54000,569.7617428330306,85,59,229,,13601,80896,14,2300,1,3.8
GT Coffee,55.779903,37.5926701,Moscow,1310,54000,592.0112405222832,85,60,229,,8130,69407,45,2000,9,3.6
Sabbia,55.7798641,37.5927667,Moscow,1273,54000,585.3336065766124,85,60,230,,6000,100584,30,1800,3,3.9
Bon Bon Berry,55.7798238,37.5928786,Moscow,402,54000,577.704957976216,85,60,230,,8167,105830,42,2000,4,4.0
Bageatteria,55.7797272,37.5928733,Moscow,1000,54000,576.4282482162889,85,60,230,,14179,106447,46,1700,3,4.7
Yolo,55.7801006,37.5925192,Moscow,719,54000,605.3682511718657,85,60,226,,13596,129565,26,1800,3,3.9
Selfish,55.7800621,37.5924683,Moscow,664,54000,607.6395800966408,85,59,226,,11800,99252,41,2000,6,4.6
Мадина,55.5550436,37.5053326,Moscow,1300,62000,21238.52886613998,85,11,19,,10112,75610,36,2300,4,3.8
Мерза Марзо,55.5553641,37.5048152,Moscow,484,62000,21218.361277878845,85,11,19,,5552,110449,43,1950,5,3.7
Hörn17,55.5563887,37.5089627,Moscow,282,62000,21012.617439797592,85,13,19,,6937,83526,25,2400,10,3.7
Б. 28,55.7326465,37.6368109,Moscow,1010,62000,183.4648691088891,85,22,133,,11145,119517,35,1950,5,4.1
Ботаника,55.5555349,37.5063862,Moscow,282,62000,21162.49848421972,85,12,19,,6422,97720,40,2000,7,3.8
To Go,55.5572912,37.5097278,Moscow,835,62000,20901.49779796987,85,9,19,,12238,69307,18,2000,11,3.7
Здрасте,55.5572002,37.509031,Moscow,1212,62000,20927.59125820222,85,9,19,,14265,97069,36,2400,3,4.1
Хлеб с маслом,55.9111403,37.3962458,Moscow,905,71000,18970.28960798964,85,12,15,,9636,93265,18,1800,10,4.8
Donutto,55.9119079,37.3944471,Moscow,1414,71000,19106.744741186096,85,12,15,,8147,73886,48,1950,12,4.5
Coffee Combo,55.9119129,37.3964711,Moscow,1367,71000,19029.182741355347,85,12,15,,14632,72026,21,1700,4,3.7
Чак-Чак,55.8998974,37.4079569,Moscow,364,71000,17537.695035453824,85,4,10,,8697,107309,37,1950,10,4.3
Pizza Express 24,55.5540667,37.5128981,Moscow,830,62000,21159.37664805762,85,1,19,,10830,65804,48,2100,3,4.2
Здрасьте,55.8159232,37.4251393,Moscow,588,71000,10832.058978441111,85,6,13,,5814,93892,30,1900,4,3.9
Grannar,55.5561532,37.5093568,Moscow,383,62000,21027.39278726653,85,12,19,,5308,66090,20,2100,2,3.9
Правда кофе,55.640148,37.5329541,Moscow,1455,79000,11721.172215947254,85,4,16,,5479,127014,27,1700,0,4.4
Gastrobar,55.640174,37.5328296,Moscow,216,79000,11719.663686998994,85,4,16,,6326,64853,38,2000,0,3.7
Мидийное место,55.823757,37.4973411,Moscow,1137,71000,7507.74745016789,85,14,24,,6606,67801,26,2000,13,4.3
Космос Китчен,55.7514741,37.7090244,Moscow,493,68000,3251.4013944954213,85,9,47,,8564,67513,31,1950,1,4.4
Золотая Цапля,55.7744618,37.616531,Moscow,410,54000,1039.450985795466,85,7,119,,7467,120507,11,2100,1,3.6
Буханка,55.6611265,37.4870707,Moscow,1359,79000,10428.818757068892,85,0,7,,12366,90729,17,2000,14,4.4
1715,55.7373977,37.8115599,Moscow,555,68000,9854.702289602577,85,0,3,,11794,117860,19,2400,7,3.9
Фудсайд,55.7934411,37.8018835,Moscow,918,94000,9386.47243820954,85,4,23,,10505,67734,33,1700,5,4.2
Prime,55.709693,37.6245327,Moscow,727,62000,2494.5773154230046,85,30,61,,10267,121192,44,1900,8,4.0
Com 1989,55.7095986,37.6245542,Moscow,782,62000,2504.1296653548607,85,30,62,,12700,65060,36,2300,1,4.7
Cafe la Gare,55.7547128,37.6096371,Moscow,1141,89000,472.4346029002595,85,12,121,,7569,107565,30,2400,9,4.2
Брусника,55.7510478,37.582595,Moscow,1357,79000,1351.5764223383294,85,8,63,,11716,125318,18,1900,10,4.4
Com 1989,55.7075517,37.5980835,Moscow,727,62000,3569.1554043051874,85,3,28,,10811,87174,18,2000,4,3.5
SeDelice,55.8687106,37.3956263,Moscow,349,71000,15570.700802251937,85,2,15,,5166,128186,19,2400,7,4.1
Вместе,55.8002726,37.5970459,Moscow,424,54000,2385.5956910141144,85,7,69,,14733,61641,24,2000,4,4.2
Кулинарная лавка братьев Караваевых,55.8397191,37.4896173,Moscow,349,71000,9133.48220456295,85,11,23,,14062,60506,46,2100,8,4.4
Дринкит,55.8063576,37.5851351,Moscow,834,54000,3219.5349909912165,85,31,70,,5504,91932,31,2100,9,4.3
Amov,55.7634858,37.6601652,Moscow,1064,68000,733.8003504006413,85,10,111,,8541,79508,41,1900,8,3.7
Rébellion Clubhouse,55.7282715,37.5811543,Moscow,1181,79000,2020.2739123154718,85,8,55,,12821,83336,49,2000,0,4.4
Unknown,55.7528551,37.7077226,Moscow,499,68000,3145.251346341243,85,10,48,,12534,125276,32,3500,12,4.1
Coffeta,55.7994008,37.5264316,Moscow,564,71000,4377.022809249385,85,3,62,,5009,88907,34,2300,9,3.5
Кулинарная лавка братьев Караваевых,55.700861,37.7642262,Moscow,724,62000,8644.917566510283,85,9,17,,9245,110181,34,1700,5,4.5
Дринкит,55.7253646,37.7479812,Moscow,770,68000,6640.6326747177645,85,10,21,,13200,111362,44,1700,14,4.6
Pims,55.7621805,37.6082437,Moscow,389,72000,246.2430849352267,85,11,151,,14955,91384,22,2300,5,4.5
Кулинарная лавка братьев Караваевых,55.6781009,37.6649563,Moscow,1280,62000,6137.364290023774,85,6,20,,5625,110003,19,1900,12,4.3
Даблби,55.7567911,37.6032011,Moscow,1463,89000,801.1638618259485,85,14,137,,10158,67112,18,1900,12,4.2
Рынок и общепит Шук,55.6926227,37.5339103,Moscow,901,79000,6035.625965725118,85,11,28,,6005,84282,16,2300,9,4.6
Оджахури,55.7352052,37.612835,Moscow,1304,62000,1583.5378789459464,85,7,96,,13044,122086,17,1800,12,4.2
Gagawa,55.7279559,37.4769349,Moscow,433,79000,5794.649799529564,85,1,7,,10426,87761,42,1900,0,4.5
Gagawa,55.7300692,37.7316043,Moscow,587,68000,5494.71242308374,85,6,11,,5111,122427,40,1800,7,3.8
Cofix,55.7936196,37.8062629,Moscow,1131,94000,9658.538587284138,85,4,22,,6701,121804,36,3500,4,3.9
Cofix,55.7593926,37.4087466,Moscow,658,79000,9926.74412409231,85,4,7,,13138,68211,34,1800,8,3.9
Cofix,55.7018225,37.7640594,Moscow,412,62000,8594.269416943,85,10,16,,8048,99602,25,1900,3,4.8
Cofix,55.8999384,37.4205762,Moscow,511,71000,17058.55198673062,85,2,8,,13654,116018,28,1700,9,4.1
Pho Bo,55.8725258,37.403824,Moscow,965,71000,15475.090957960105,85,3,12,,14522,125237,36,2300,11,4.6
Coffeepie,55.7646275,37.7041711,Moscow,1159,68000,3010.5734224292555,85,0,15,,14449,90564,19,1950,9,3.8
NGS,55.7321461,37.7313825,Moscow,317,68000,5360.33739970492,85,5,10,,9756,74456,44,2400,2,4.2
Лепим и варим,55.7059203,37.656683,Moscow,239,62000,3049.0634445098895,85,8,38,,10139,77124,25,2100,13,4.7
Лепим и варим,55.7096832,37.4421169,Moscow,680,79000,8588.911599757603,85,2,7,,13818,77118,34,3500,5,4.3
Лепим и варим,55.7445065,37.5651954,Moscow,994,79000,57.632843463154664,85,18,36,,6985,96760,29,1800,6,4.6
Лепим и варим,55.7907386,37.5315712,Moscow,803,71000,3616.676602415813,85,8,31,,11098,123688,38,2100,7,4.4
